period,Company,Symbol,Open,Highest,Lowest,Close,Change,Change %,Volume Traded,Value Traded
6 Months,RAOOM,,68.10,70.6,54,58.85,-9.25,-13.58,"4,661,170","930,789.40"
6 Months,SIPCHEM,,18.60,21.23,15.69,16.09,-2.51,-13.49,"245,404,489","19,132,773.20"
6 Months,SHARQIYAH DEV,,16.40,18.3,13.85,14.21,-2.19,-13.35,"20,172,312","624,837.94"
6 Months,ALJAZIRA REIT,,13.84,14.5,11.92,12,-1.84,-13.29,"8,744,964","832,865.75"
6 Months,BURGERIZZR,,16.70,18.1,14.15,14.48,-2.22,-13.29,"41,990,242","2,114,459.22"
6 Months,LEEJAM SPORTS,,129.00,151.7,111.1,112,-17,-13.18,"16,124,851","6,049,145.10"
6 Months,SPM,,63.80,66.8,48.82,55.5,-8.3,-13.01,"16,935,258","5,184,562.00"
6 Months,MRNA,,11.52,12.73,9.88,10.05,-1.47,-12.76,"21,111,927","296,937.73"
6 Months,SARCO,,62.60,65.8,53.5,54.8,-7.8,-12.46,"10,837,175","926,931.65"
6 Months,SUMOU,,40.05,43.7,34.6,35.08,-4.97,-12.41,"21,056,489","1,246,021.56"
6 Months,JAZADCO,,10.22,11.5,8.85,8.96,-1.26,-12.33,"14,117,584","656,061.50"
6 Months,ALMARAI,,49.95,54.05,43.5,43.8,-6.15,-12.31,"93,599,786","30,709,777.28"
6 Months,KINGDOM,,8.88,8.94,7.03,7.79,-1.09,-12.27,"38,774,129","5,330,322.53"
6 Months,SOLUTIONS,,259.80,272,219.9,228,-31.8,-12.24,"13,710,900","15,000,518.50"
6 Months,ASTRA INDUSTRIAL,,153.40,161.7,130.9,134.7,-18.7,-12.19,"13,327,800","4,521,640.50"
6 Months,ALSAIF GALLERY,,7.26,7.37,6.38,6.4,-0.86,-11.85,"48,154,656","791,967.84"
6 Months,SINAD HOLDING,,10.52,11.8,9.07,9.3,-1.22,-11.60,"29,270,948","743,621.55"
6 Months,SAUDI CEMENT,,39.95,41.58,35.14,35.34,-4.61,-11.54,"20,507,725","7,830,075.64"
6 Months,NGC,,18.54,24,15.6,16.41,-2.13,-11.49,"22,644,591","1,187,340.57"
6 Months,BUPA ARABIA,,169.00,182.4,140.6,149.7,-19.3,-11.42,"19,738,875","18,489,031.00"
6 Months,TAIBA,,37.85,43,32.85,33.6,-4.25,-11.23,"38,068,453","5,244,955.30"
6 Months,EQUIPMENT HOUSE,,37.35,41,31.66,33.18,-4.17,-11.16,"7,261,573","1,290,766.32"
6 Months,RAYDAN,,30.21,32.4,26,26.84,-3.37,-11.16,"11,138,190","150,521.58"
6 Months,ARTEX,,12.84,14.78,11.1,11.44,-1.4,-10.90,"14,725,443","1,607,759.08"
6 Months,OASIS,,2.58,2.76,2.18,2.31,-0.27,-10.47,"87,594,857","727,597.77"
6 Months,AZM,,28.60,31.7,22.67,25.66,-2.94,-10.28,"23,501,682","7,213,340.46"
6 Months,FIPCO,,34.25,37.2,29.7,30.76,-3.49,-10.19,"7,756,713","517,931.92"
6 Months,NADEC,,20.72,22.7,18.02,18.62,-2.1,-10.14,"95,653,618","16,883,224.72"
6 Months,KEC,,13.46,14.5,11.62,12.1,-1.36,-10.10,"43,247,130","932,277.39"
6 Months,MODERN MILLS,,34.75,35.72,29.6,31.28,-3.47,-9.99,"11,248,276","2,491,678.14"
6 Months,SAIB,,14.70,14.81,12.85,13.25,-1.45,-9.86,"63,384,506","4,329,370.13"
6 Months,RIYAD REIT,,5.64,5.82,4.95,5.09,-0.55,-9.75,"22,050,775","234,373.96"
6 Months,ALAHLI REIT 1,,6.95,7.25,6.05,6.29,-0.66,-9.50,"7,040,561","250,452.87"
6 Months,RIYADH CABLES,,141.00,147.7,114.5,127.7,-13.3,-9.43,"29,770,234","44,754,885.80"
6 Months,BATIC,,2.30,2.57,1.96,2.09,-0.21,-9.13,"1,105,917,414","3,513,852.35"
6 Months,FIRST MILLS,,54.30,60.2,46.86,49.4,-4.9,-9.02,"6,714,444","437,280.50"
6 Months,MCDC,,91.00,94.65,67.95,82.9,-8.1,-8.90,"22,932,145","5,897,498.70"
6 Months,AL AZIZIAH REIT,,4.50,4.65,3.72,4.1,-0.4,-8.89,"23,493,416","83,987.55"
6 Months,CHUBB,,26.25,33.2,21.98,23.98,-2.27,-8.65,"38,076,562","9,710,173.11"
6 Months,SAVOLA GROUP,,27.35,28.45,22.52,24.99,-2.36,-8.63,"82,987,478","18,545,047.27"
6 Months,THEEB,,66.10,68.6,57.25,60.55,-5.55,-8.40,"10,464,860","3,484,646.80"
6 Months,SIECO,,2.15,2.42,1.77,1.97,-0.18,-8.37,"282,021,994","2,795,013.63"
6 Months,BJAZ,,12.72,13.31,11.14,11.69,-1.03,-8.10,"394,104,955","40,661,642.05"
6 Months,ALOMRAN,,28.95,33.7,24.94,26.66,-2.29,-7.91,"8,371,841","499,601.88"
6 Months,GIG,,24.82,27.5,22.04,22.86,-1.96,-7.90,"11,653,881","1,091,518.65"
6 Months,SENAAT,,39.15,47.96,28.68,36.08,-3.07,-7.84,"87,266,144","16,156,671.80"
6 Months,ACC,,23.44,23.93,20.43,21.61,-1.83,-7.81,"22,255,634","2,690,337.90"
6 Months,MEFIC REIT,,3.80,3.85,3.4,3.51,-0.29,-7.63,"19,831,080","455,023.43"
6 Months,NORTHERN CEMENT,,8.02,8.65,7.22,7.44,-0.58,-7.23,"39,132,317","1,591,209.82"
6 Months,CHEMICAL,,7.53,7.93,6.06,6.99,-0.54,-7.17,"834,005,482","25,416,319.32"
6 Months,RED SEA,,38.25,49.94,32.1,35.62,-2.63,-6.88,"70,756,425","2,211,468.04"
6 Months,ALISTITHMAR REIT,,7.80,9.87,6.7,7.27,-0.53,-6.79,"53,032,512","107,656.16"
6 Months,MARAFIQ,,42.20,45.3,36.5,39.42,-2.78,-6.59,"40,875,624","7,027,215.26"
6 Months,SPORT CLUBS,,9.30,13.46,7.59,8.7,-0.6,-6.45,"1,017,622,999","11,081,899.15"
6 Months,BAAN,,2.02,2.69,1.77,1.89,-0.13,-6.44,"666,099,566","3,380,842.97"
6 Months,MOUWASAT,,74.00,80.7,67.9,69.35,-4.65,-6.28,"56,636,968","30,511,117.75"
6 Months,LAZURDE,,12.54,13.89,11.44,11.78,-0.76,-6.06,"29,693,929","809,250.92"
6 Months,TASHEEL,,168.00,178.9,143,158.1,-9.9,-5.89,"6,151,595","7,151,576.70"
6 Months,GO TELECOM,,97.80,113.9,83.7,92.25,-5.55,-5.67,"37,523,785","11,143,279.05"
6 Months,LIVA,,12.18,14.47,10.9,11.52,-0.66,-5.42,"20,281,986","280,433.20"
6 Months,ATAA,,64.10,70.6,58,60.8,-3.3,-5.15,"5,244,143","3,445,818.80"
6 Months,SEDCO CAPITAL REIT,,6.79,7.25,6.14,6.45,-0.34,-5.01,"24,752,092","1,757,728.13"
6 Months,BSF,,17.44,18.93,15.49,16.59,-0.85,-4.87,"279,425,557","24,546,615.27"
6 Months,BUDGET SAUDI,,70.00,78.95,64,66.7,-3.3,-4.71,"19,750,736","4,212,815.60"
6 Months,BURUJ,,16.78,19.9,14.62,16.01,-0.77,-4.59,"8,133,280","1,872,712.11"
6 Months,DERAYAH REIT,,5.59,5.75,5.29,5.34,-0.25,-4.47,"11,761,602","527,383.83"
6 Months,RIBL,,28.05,29.22,25.3,26.8,-1.25,-4.46,"252,271,982","92,442,095.36"
6 Months,SAL,,178.20,192,156,170.3,-7.9,-4.43,"18,413,838","12,211,611.70"
6 Months,GACO,,16.94,19.55,15.12,16.2,-0.74,-4.37,"14,633,069","421,095.98"
6 Months,ARABIAN MILLS,,41.45,48.9,37,39.66,-1.79,-4.32,"13,826,475","1,688,718.16"
6 Months,ASLAK,,22.68,26.1,19.84,21.71,-0.97,-4.28,"9,445,505","341,554.88"
6 Months,SACO,,28.80,33.34,25.3,27.58,-1.22,-4.24,"15,498,458","3,142,013.86"
6 Months,ALINMA,,25.80,28.02,23.94,24.74,-1.06,-4.11,"757,442,978","107,025,683.57"
6 Months,TAMKEEN,,54.00,62.9,46.8,51.9,-2.1,-3.89,"17,998,810","5,520,227.30"
6 Months,ALMAJED OUD,,143.60,152.8,106.4,138.1,-5.5,-3.83,"12,137,220","2,547,896.90"
6 Months,SASCO,,60.40,73.45,49.02,58.25,-2.15,-3.56,"34,227,667","10,599,232.30"
6 Months,ALINMA RETAIL REIT,,4.58,4.92,4.31,4.42,-0.16,-3.49,"23,274,681","622,407.49"
6 Months,NCLE,,160.60,183,138.4,155,-5.6,-3.49,"3,313,418","12,323,386.70"
6 Months,TADAWUL GROUP,,168.60,215,158.7,162.8,-5.8,-3.44,"17,732,190","56,877,488.00"
6 Months,MULKIA REIT,,4.81,4.95,4.45,4.65,-0.16,-3.33,"9,005,857","99,984.86"
6 Months,AYYAN,,13.60,14.6,11.4,13.15,-0.45,-3.31,"54,745,917","3,035,670.49"
6 Months,MUSHARAKA REIT,,4.29,4.53,3.99,4.15,-0.14,-3.26,"9,781,662","205,846.72"
6 Months,SADR,,2.82,3.17,2.58,2.73,-0.09,-3.19,"201,319,110","1,298,016.62"
6 Months,ALKATHIRI,,2.03,2.29,1.86,1.97,-0.06,-2.96,"221,821,854","974,660.15"
6 Months,LUBEREF,,101.60,108,81.3,98.95,-2.65,-2.61,"35,962,729","62,990,086.45"
6 Months,ALMAWARID,,139.60,148.7,111,136,-3.6,-2.58,"6,695,079","8,458,013.80"
6 Months,ALKHABEER REIT,,5.73,5.85,5.51,5.59,-0.14,-2.44,"17,132,381","410,532.43"
6 Months,AWPT,,139.60,157.2,122.9,136.3,-3.3,-2.36,"8,097,457","4,782,518.70"
6 Months,SAUDI ARAMCO,,24.92,26.16,23.04,24.34,-0.58,-2.33,"1,563,171,274","151,402,212.68"
6 Months,SAUDI ELECTRICITY,,14.32,16.05,13.72,13.99,-0.33,-2.30,"167,398,940","29,119,729.06"
6 Months,Al RAJHI REIT,,8.26,8.42,8.05,8.08,-0.18,-2.18,"23,548,534","1,084,050.53"
6 Months,AVALON PHARMA,,123.00,138.4,108,120.4,-2.6,-2.11,"3,740,923","3,259,238.00"
6 Months,AL MAATHER REIT,,9.14,9.85,8.81,8.95,-0.19,-2.08,"6,399,237","649,535.13"
6 Months,SRMG,,148.00,202.1,137.2,145,-3,-2.03,"10,075,564","23,008,827.50"
6 Months,ZAIN KSA,,10.86,11.74,10.02,10.65,-0.21,-1.93,"305,682,009","7,458,466.41"
6 Months,ALJOUF,,45.60,48.44,40.65,44.72,-0.88,-1.93,"15,423,161","2,230,496.24"
6 Months,EXTRA,,88.80,93.5,83.4,87.25,-1.55,-1.75,"27,728,444","9,126,566.30"
6 Months,CENOMI RETAIL,,19.70,35.38,18,19.36,-0.34,-1.73,"485,525,606","13,856,490.50"
6 Months,ALMASAR ALSHAMIL,,23.09,24.48,18.33,22.7,-0.39,-1.69,"55,337,905","68,394,585.53"
6 Months,SABIC,,55.40,64,53,54.5,-0.9,-1.62,"223,750,575","64,733,359.75"
6 Months,FOURTH MILLING,,3.79,4.23,3.34,3.73,-0.06,-1.58,"168,140,485","442,991.97"
6 Months,ALINMA HOSPITALITY REIT,,8.30,8.47,8.03,8.18,-0.12,-1.45,"18,969,811","252,146.83"
6 Months,SAB,,32.20,34.9,29.9,31.82,-0.38,-1.18,"228,273,078","73,660,377.88"
6 Months,SAUDI CERAMICS,,28.55,34.64,24,28.4,-0.15,-0.53,"60,614,948","3,560,430.26"
6 Months,SULAIMAN ALHABIB,,258.40,281.2,227.7,257.4,-1,-0.39,"23,514,733","26,139,786.40"
6 Months,STC,,42.50,45.38,40.7,42.38,-0.12,-0.28,"421,997,235","184,265,266.12"
6 Months,SHL,,17.78,24.9,15.7,17.74,-0.04,-0.22,"46,848,568","642,402.35"
3 Months,ALARABIA,,81.80,124.5,79.7,120,38.2,46.70,"21,172,387","60,733,634.80"
3 Months,BAHRI,,22.00,32.5,21.9,30.68,8.68,39.45,"43,434,154","13,024,909.44"
3 Months,EIC,,8.94,12.24,8.5,12.2,3.26,36.47,"334,960,933","67,566,065.76"
3 Months,EAST PIPES,,105.70,146.6,103.4,139.2,33.5,31.69,"12,619,553","20,099,031.60"
3 Months,AMAK,,66.40,84.15,63.7,84.1,17.7,26.66,"24,437,000","75,069,879.35"
3 Months,ALBABTAIN,,55.10,69.85,53.2,69,13.9,25.23,"23,257,280","36,013,212.50"
3 Months,ALMAJED OUD,,110.50,147.5,106.4,138.1,27.6,24.98,"6,341,551","2,547,896.90"
3 Months,RASAN,,95.60,122,91.5,119.3,23.7,24.79,"33,940,784","79,039,417.60"
3 Months,ARABIAN DRILLING,,74.55,96.95,72.4,93,18.45,24.75,"21,957,951","11,976,797.75"
3 Months,MIS,,128.00,162.8,127.7,158.3,30.3,23.67,"4,438,896","6,851,037.10"
3 Months,MAHARAH,,4.65,5.84,4.39,5.65,1,21.51,"249,247,491","9,205,689.68"
3 Months,LUBEREF,,82.25,99.3,81.3,98.95,16.7,20.30,"21,252,722","62,990,086.45"
3 Months,ABO MOATI,,36.70,53.95,35.5,44,7.3,19.89,"37,654,816","23,356,105.34"
3 Months,DERAYAH,,24.64,32,23.49,29.14,4.5,18.26,"40,550,949","4,317,469.18"
3 Months,MCDC,,70.40,90.6,69.5,82.9,12.5,17.76,"12,784,349","5,897,498.70"
3 Months,ALMAWARID,,117.00,148.7,111,136,19,16.24,"4,619,617","8,458,013.80"
3 Months,BAAZEEM,,5.43,7.1,5.34,6.29,0.86,15.84,"38,416,826","1,944,195.71"
3 Months,NAQI,,50.00,59.15,49.12,57.75,7.75,15.50,"2,973,038","6,234,105.80"
3 Months,ADES,,14.84,17.85,14.49,17.14,2.3,15.50,"149,345,930","49,155,859.45"
3 Months,MBC GROUP,,27.90,38,27.56,32.1,4.2,15.05,"210,215,666","5,130,531.80"
3 Months,SENAAT,,31.62,39.56,29,36.08,4.46,14.10,"59,619,760","16,156,671.80"
3 Months,GASCO,,71.05,90,66.05,80.95,9.9,13.93,"4,742,684","1,018,718.25"
3 Months,ALDREES,,115.60,154.1,110.7,131.4,15.8,13.67,"25,335,812","29,497,673.40"
3 Months,PETRO RABIGH,,6.66,9.48,6.5,7.55,0.89,13.36,"612,455,368","9,258,973.78"
3 Months,AYYAN,,11.60,14.08,11.55,13.15,1.55,13.36,"30,663,482","3,035,670.49"
3 Months,SASCO,,52.35,73.45,50.65,58.25,5.9,11.27,"19,231,410","10,599,232.30"
3 Months,SNB,,34.26,41,33.3,37.62,3.36,9.81,"323,194,222","315,073,752.30"
3 Months,TASHEEL,,144.00,178.9,143,158.1,14.1,9.79,"3,985,189","7,151,576.70"
3 Months,ETIHAD ETISALAT,,61.10,69,59.5,66.9,5.8,9.49,"60,133,537","84,403,803.00"
3 Months,CHEMICAL,,6.39,7.93,6.06,6.99,0.6,9.39,"421,802,841","25,416,319.32"
3 Months,MAADEN,,54.20,68.45,53.5,59,4.8,8.86,"113,496,380","96,193,269.85"
3 Months,SMC HEALTHCARE,,18.07,21.19,17.62,19.6,1.53,8.47,"53,766,413","6,220,965.61"
3 Months,AWPT,,125.90,157.2,122.9,136.3,10.4,8.26,"4,596,898","4,782,518.70"
3 Months,SULAIMAN ALHABIB,,238.00,281.2,227.7,257.4,19.4,8.15,"13,539,356","26,139,786.40"
3 Months,SAVOLA GROUP,,23.11,27.76,22.52,24.99,1.88,8.14,"52,823,974","18,545,047.27"
3 Months,RETAL,,11.56,13.58,11.02,12.47,0.91,7.87,"112,868,551","19,250,498.31"
3 Months,SPM,,51.50,60.45,48.82,55.5,4,7.77,"9,135,801","5,184,562.00"
3 Months,RAOOM,,54.75,67.5,54,58.85,4.1,7.49,"2,488,520","930,789.40"
3 Months,SAUDI KAYAN,,4.81,6.41,4.77,5.17,0.36,7.48,"432,846,354","12,476,082.09"
3 Months,KINGDOM,,7.34,8.24,7.03,7.79,0.45,6.13,"21,858,384","5,330,322.53"
3 Months,MARAFIQ,,37.20,45.3,36.5,39.42,2.22,5.97,"22,095,897","7,027,215.26"
3 Months,RIYADH CABLES,,120.60,143.8,114.5,127.7,7.1,5.89,"19,551,947","44,754,885.80"
3 Months,WALAA,,11.30,13.24,10.8,11.96,0.66,5.84,"87,441,123","2,295,928.95"
3 Months,ALRAJHI,,93.35,113,90.15,98.3,4.95,5.30,"260,853,367","283,492,195.35"
3 Months,SAUDI ARAMCO,,23.17,26.16,23.04,24.34,1.17,5.05,"766,940,537","151,402,212.68"
3 Months,SAMBA,,36.80,39.1,36.5,38.5,1.7,4.62,"10,917,458","343,828,273.55"
3 Months,CHERRY,,26.40,29.54,25.9,27.5,1.1,4.17,"26,902,594","32,686,176.40"
3 Months,JADWA REIT SAUDI,,10.42,11.38,10.2,10.84,0.42,4.03,"10,500,977","1,197,806.49"
3 Months,NCLE,,149.40,183,141.5,155,5.6,3.75,"1,725,598","12,323,386.70"
3 Months,ALMOOSA,,164.80,212,159.8,170.9,6.1,3.70,"2,128,329","1,935,069.50"
3 Months,SAB,,30.70,33,30.2,31.82,1.12,3.65,"118,442,035","73,660,377.88"
3 Months,JOUF CEMENT,,6.48,7.26,6.39,6.7,0.22,3.40,"18,785,810","1,173,952.22"
3 Months,TAWUNIYA,,120.10,140.8,118.4,124,3.9,3.25,"21,143,885","27,352,734.90"
3 Months,ZAIN KSA,,10.32,11.74,10.15,10.65,0.33,3.20,"161,253,354","7,458,466.41"
3 Months,TALEEM REIT,,9.80,10.55,9.75,10.11,0.31,3.16,"2,094,342","965,438.15"
3 Months,RIBL,,26.02,28.5,25.3,26.8,0.78,3.00,"146,375,338","92,442,095.36"
3 Months,SABIC AGRI-NUTRIENTS,,113.90,125.7,113.4,117.1,3.2,2.81,"32,125,393","32,662,730.30"
3 Months,STC,,41.32,45.38,41.14,42.38,1.06,2.57,"222,739,652","184,265,266.12"
3 Months,ALYAMAMAH STEEL,,32.18,39.5,31.02,33,0.82,2.55,"18,852,655","3,428,612.10"
3 Months,ANB,,22.04,26.26,21.62,22.6,0.56,2.54,"92,455,030","21,697,718.13"
3 Months,SACO,,26.96,33.34,26.16,27.58,0.62,2.30,"9,027,362","3,142,013.86"
3 Months,AL AZIZIAH REIT,,4.01,4.39,3.72,4.1,0.09,2.24,"9,073,910","83,987.55"
3 Months,ALBILAD,,25.46,30.16,25.12,26,0.54,2.12,"95,052,247","36,956,981.82"
3 Months,AZM,,25.16,29.3,22.67,25.66,0.5,1.99,"13,132,364","7,213,340.46"
3 Months,SAL,,167.10,186,162.8,170.3,3.2,1.92,"10,466,628","12,211,611.70"
3 Months,Sahara,,17.20,17.48,16.3,17.46,0.26,1.51,"13,923,737","67,130,506.54"
3 Months,SAUDI CERAMICS,,27.98,32.86,27,28.4,0.42,1.50,"23,985,924","3,560,430.26"
3 Months,QACCO,,41.06,44.36,40.78,41.6,0.54,1.32,"13,439,019","9,611,848.70"
3 Months,BSF,,16.38,18.93,15.49,16.59,0.21,1.28,"156,867,133","24,546,615.27"
3 Months,SEERA,,26.88,31.6,26.44,27.2,0.32,1.19,"56,834,204","11,065,214.24"
3 Months,MULKIA REIT,,4.60,4.92,4.55,4.65,0.05,1.09,"4,236,351","99,984.86"
3 Months,ALOMRAN,,26.38,33.7,25.74,26.66,0.28,1.06,"5,689,835","499,601.88"
3 Months,BUPA ARABIA,,148.20,167.5,140.6,149.7,1.5,1.01,"11,993,002","18,489,031.00"
3 Months,ALINMA HOSPITALITY REIT,,8.10,8.45,8.09,8.18,0.08,0.99,"9,708,970","252,146.83"
3 Months,BONYAN REIT,,9.07,9.69,9,9.15,0.08,0.88,"5,324,493","636,306.91"
3 Months,DUR,,26.80,27.3,26.4,27,0.2,0.75,"222,446","4,338,476.30"
3 Months,ACC,,21.45,22.7,20.85,21.61,0.16,0.75,"8,718,754","2,690,337.90"
3 Months,MODERN MILLS,,31.06,35.72,30.14,31.28,0.22,0.71,"4,232,518","2,491,678.14"
3 Months,BURUJ,,15.90,17.56,15,16.01,0.11,0.69,"2,186,618","1,872,712.11"
3 Months,ALJOUF,,44.70,48.44,40.9,44.72,0.02,0.04,"5,193,399","2,230,496.24"
3 Months,ALINMA RETAIL REIT,,4.42,4.69,4.32,4.42,0,0.00,"10,592,923","622,407.49"
3 Months,SABB TAKAFUL,,11.50,11.98,11.5,11.5,0,0.00,"539,556","6,349,103.58"
3 Months,WAFA Insurance,,9.50,10,9.3,9.5,0,0.00,"915,571","8,767,344.86"
3 Months,ALAHLIA,,14.76,15.02,14.5,14.76,0,0.00,"1,119,353","16,457,121.40"
3 Months,MMG,,12.55,12.9,11.8,12.55,0,0.00,"5,310,626","66,213,259.00"
3 Months,SANAD,,15.23,17.75,14.75,15.23,0,0.00,"1,572,218","25,722,117.10"
3 Months,Weqaya Takaful,,19.39,19.75,19.15,19.39,0,0.00,"1,694,478","32,930,031.50"
3 Months,SOLIDARITY,,14.20,14.52,14.16,14.2,0,0.00,"636,038","9,053,258.36"
3 Months,ALKHODARI,,5.39,5.76,5.18,5.39,0,0.00,"4,609,164","25,244,810.49"
3 Months,SPIMACO,,27.74,31.06,26.5,27.74,0,0.00,"23,489,391","4,881,383.58"
3 Months,HCC,,11.60,11.7,11.54,11.6,0,0.00,"1,029,618","11,976,960.50"
3 Months,ALINMA TOKIO M,,12.80,12.84,12.06,12.8,0,0.00,"765,899","9,519,564.54"
3 Months,ALAWWAL,,19.58,19.58,19,19.58,0,0.00,"1,587,561","30,693,634.94"
3 Months,ATC,,34.00,34.35,33.8,34,0,0.00,"263,305","8,968,049.20"
3 Months,CGS,,10.08,10.79,9.7,10.08,0,0.00,"19,186,021","192,514,160.53"
3 Months,NASEEJ,,92.20,96.2,42,42.6,-49.6,-53.80,"26,556,479","5,180,261.26"
3 Months,SIDC,,18.34,22.4,11.55,11.66,-6.68,-36.42,"28,331,079","15,711,740.85"
3 Months,SAUDI GERMAN HEALTH,,55.95,59.2,36.5,36.98,-18.97,-33.91,"29,147,850","29,391,628.32"
3 Months,TECO,,18.00,19.4,12.14,12.29,-5.71,-31.72,"71,457,186","4,574,526.60"
3 Months,TAPRCO,,26.19,30.9,17.61,17.91,-8.28,-31.62,"20,155,377","1,887,468.31"
3 Months,SFICO,,90.20,96.55,67.6,68.1,-22.1,-24.50,"4,737,315","2,153,162.85"
3 Months,UCA,,4.79,5.74,3.56,3.62,-1.17,-24.43,"32,783,803","1,649,977.88"
3 Months,ALRAJHI TAKAFUL,,113.60,124.9,84,86.2,-27.4,-24.12,"12,738,318","9,448,268.75"
3 Months,LEEJAM SPORTS,,147.00,150.7,111.1,112,-35,-23.81,"11,804,491","6,049,145.10"
3 Months,ALMAJDIAH,,13.83,14.46,9.97,10.58,-3.25,-23.50,"186,725,610","5,777,213.43"
3 Months,SIIG,,17.55,19.65,13.1,13.49,-4.06,-23.13,"48,295,608","12,750,240.28"
3 Months,MALATH INSURANCE,,13.00,13.68,9.88,10,-3,-23.08,"11,970,088","2,250,054.17"
3 Months,HERFY FOODS,,20.97,22.98,15.5,16.15,-4.82,-22.99,"9,840,021","2,855,233.47"
3 Months,SPPC,,10.86,11.5,8,8.38,-2.48,-22.84,"21,472,645","631,202.40"
3 Months,JAHEZ,,20.82,22.9,15.23,16.12,-4.7,-22.57,"108,722,925","13,545,756.45"
3 Months,SAIC,,23.31,26.1,17.75,18.2,-5.11,-21.92,"17,750,393","3,126,903.35"
3 Months,ANAAM HOLDING,,15.81,17.06,12.21,12.36,-3.45,-21.82,"30,080,742","1,103,796.93"
3 Months,MESC,,29.32,32.2,22.28,23,-6.32,-21.56,"36,524,065","12,426,328.81"
3 Months,SAPTCO,,13.03,13.8,10.08,10.29,-2.74,-21.03,"52,423,216","3,015,898.14"
3 Months,ALAKARIA,,16.60,16.81,12.77,13.14,-3.46,-20.84,"76,933,802","4,471,253.88"
3 Months,YC,,30.44,32.7,22.59,24.2,-6.24,-20.50,"39,462,323","27,245,125.15"
3 Months,MASAR,,23.14,25.16,17.96,18.6,-4.54,-19.62,"182,886,046","34,129,677.05"
3 Months,METLIFE AIG ANB,,17.58,17.78,14.02,14.3,-3.28,-18.66,"3,601,863","17,571,429.72"
3 Months,SAUDI DARB,,2.84,3.06,2.3,2.33,-0.51,-17.96,"198,057,058","2,423,891.81"
3 Months,SRMG,,176.60,199,137.2,145,-31.6,-17.89,"4,461,475","23,008,827.50"
3 Months,TANMIAH,,77.30,85.8,59.1,63.5,-13.8,-17.85,"6,799,656","3,982,808.05"
3 Months,ENAYA,,8.76,9.5,7.16,7.2,-1.56,-17.81,"10,916,076","579,575.36"
3 Months,ALSAGR INSURANCE,,12.56,13.72,10.1,10.35,-2.21,-17.60,"20,004,077","1,214,445.88"
3 Months,ALETIHAD,,10.40,11.74,8.38,8.6,-1.8,-17.31,"6,723,119","487,222.62"
3 Months,ARDCO,,30.22,32,24.51,25.08,-5.14,-17.01,"10,687,634","1,761,561.17"
3 Months,CATRION,,97.90,102.2,80.15,82,-15.9,-16.24,"10,952,043","10,710,387.90"
3 Months,MEDGULF,,15.61,17.52,12.8,13.08,-2.53,-16.21,"54,618,563","6,812,895.55"
3 Months,CITY CEMENT,,15.24,16.2,12.56,12.77,-2.47,-16.21,"19,022,809","6,950,852.09"
3 Months,CENOMI RETAIL,,23.09,31.16,18.75,19.36,-3.73,-16.15,"207,028,460","13,856,490.50"
3 Months,ALUJAIN,,35.30,36.58,29.16,29.64,-5.66,-16.03,"22,292,022","2,273,880.98"
3 Months,CMCER,,8.25,9.14,6.89,6.93,-1.32,-16.00,"83,606,855","5,064,443.91"
3 Months,SPORT CLUBS,,10.33,11.45,8.42,8.7,-1.63,-15.78,"250,735,298","11,081,899.15"
3 Months,RED SEA,,42.28,47.6,34.14,35.62,-6.66,-15.75,"22,910,806","2,211,468.04"
3 Months,GO TELECOM,,109.40,113.3,88.1,92.25,-17.15,-15.68,"16,430,566","11,143,279.05"
3 Months,FIPCO,,36.46,36.98,29.7,30.76,-5.7,-15.63,"3,419,972","517,931.92"
3 Months,NICE ONE,,22.81,26,19.02,19.28,-3.53,-15.48,"43,852,375","7,127,220.34"
3 Months,BUILD STATION,,68.25,77.15,56.95,57.7,-10.55,-15.46,"13,942,740","2,679,956.30"
3 Months,AMANA INSURANCE,,7.30,8.15,6,6.18,-1.12,-15.34,"12,810,227","658,476.86"
3 Months,FLYNAS,,76.10,81.7,60.25,64.5,-11.6,-15.24,"31,676,974","14,963,617.30"
3 Months,MIAHONA,,23.09,26.2,18.75,19.62,-3.47,-15.03,"48,931,485","4,329,611.42"
3 Months,ALDAWAA,,64.00,68.95,54,54.55,-9.45,-14.77,"12,468,369","5,509,440.45"
3 Months,SALAMA,,11.34,12.73,9.6,9.68,-1.66,-14.64,"8,485,320","718,928.36"
3 Months,GAS,,16.24,17.99,13.4,13.88,-2.36,-14.53,"16,074,608","1,645,289.20"
3 Months,CARE,,167.90,183.5,140.3,144.5,-23.4,-13.94,"6,010,771","6,618,680.80"
3 Months,SSP,,48.54,56.45,39.8,42.02,-6.52,-13.43,"12,220,994","3,284,948.76"
3 Months,JABAL OMAR,,17.77,19.85,14.83,15.45,-2.32,-13.06,"262,385,767","24,033,660.01"
3 Months,NAJRAN CEMENT,,7.84,8.07,6.79,6.82,-1.02,-13.01,"18,043,893","2,200,334.58"
3 Months,SPCC,,25.56,28,21,22.24,-3.32,-12.99,"6,131,129","633,725.00"
3 Months,NAHDI,,113.90,124.8,95.6,99.3,-14.6,-12.82,"16,774,390","23,643,278.75"
3 Months,A.OTHAIM MARKET,,7.32,7.95,6.3,6.4,-0.92,-12.57,"90,259,706","17,618,013.72"
3 Months,ARAB SEA,,5.08,5.58,4.31,4.45,-0.63,-12.40,"29,857,195","862,072.05"
3 Months,DAR ALARKAN,,17.26,20.97,15,15.15,-2.11,-12.22,"94,308,889","22,999,176.48"
